,v,t,p,ws,ws-sd,ghi,ghi-sd
2021-09-30 02:20:00+03:00,0.0,13.2,0.0,0.3,0.0,0.0,0.0
2021-09-30 02:30:00+03:00,0.0,13.13,0.0,0.3,0.0,0.0,0.0
2021-09-30 02:40:00+03:00,0.0,13.06,0.0,0.3,0.0,0.0,0.0
2021-09-30 02:50:00+03:00,0.0,13.0,0.0,0.3,0.0,0.0,0.0
2021-09-30 03:00:00+03:00,0.0,13.07,0.0,0.3,0.0,0.0,0.0
2021-09-30 03:10:00+03:00,0.0,13.07,0.0,0.3,0.0,0.0,0.0
2021-09-30 03:20:00+03:00,0.0,13.01,0.0,0.3,0.0,0.0,0.0
2021-09-30 03:30:00+03:00,0.0,12.95,0.0,0.3,0.0,0.0,0.0
2021-09-30 03:40:00+03:00,0.0,12.99,0.0,0.3,0.0,0.0,0.0
2021-09-30 03:50:00+03:00,0.0,13.0,0.0,0.3,0.0,0.0,0.0
2021-09-30 04:00:00+03:00,0.0,12.97,0.0,0.3,0.0,0.0,0.0
2021-09-30 04:10:00+03:00,0.0,12.98,0.0,0.3,0.0,0.0,0.0
2021-09-30 04:20:00+03:00,0.0,12.95,0.0,0.3,0.0,0.0,0.0
2021-09-30 04:30:00+03:00,0.0,12.97,0.0,0.3,0.0,0.0,0.0
2021-09-30 04:40:00+03:00,0.0,12.9,0.0,0.3,0.0,0.0,0.0
2021-09-30 04:50:00+03:00,0.0,12.87,0.0,0.3,0.0,0.0,0.0
2021-09-30 05:00:00+03:00,0.0,12.84,0.0,0.3,0.0,0.0,0.0
2021-09-30 05:10:00+03:00,0.0,12.87,0.0,0.3,0.0,0.0,0.0
2021-09-30 05:20:00+03:00,0.0,12.88,0.0,0.3,0.0,0.0,0.0
2021-09-30 05:30:00+03:00,0.0,12.96,0.0,0.4,0.2,0.0,0.0
2021-09-30 05:40:00+03:00,0.0,13.06,0.0,0.4,0.3,0.0,0.0
2021-09-30 05:50:00+03:00,0.0,13.04,0.0,0.3,0.1,0.0,0.0
2021-09-30 06:00:00+03:00,0.0,13.07,0.0,0.3,0.2,0.0,0.0
2021-09-30 06:10:00+03:00,0.0,13.13,0.0,0.3,0.1,0.0,0.0
2021-09-30 06:20:00+03:00,0.0,13.14,0.0,0.4,0.2,0.0,0.0
2021-09-30 06:30:00+03:00,0.0,13.12,0.0,0.3,0.0,0.0,0.0
2021-09-30 06:40:00+03:00,0.0,13.1,0.0,0.3,0.0,0.0,0.0
2021-09-30 06:50:00+03:00,0.0,13.06,0.0,0.3,0.0,0.0,0.0
2021-09-30 07:00:00+03:00,0.0,13.03,0.0,0.3,0.0,0.0,0.0
2021-09-30 07:10:00+03:00,0.01,13.01,0.0,0.3,0.0,2.1,2.0
2021-09-30 07:20:00+03:00,0.05,13.01,0.0,0.3,0.0,7.5,2.6
2021-09-30 07:30:00+03:00,0.13,13.04,0.0,0.3,0.0,16.9,2.8
2021-09-30 07:40:00+03:00,0.25,13.07,0.0,0.3,0.0,22.7,1.1
2021-09-30 07:50:00+03:00,0.3,13.11,0.0,0.3,0.0,24.2,1.2
2021-09-30 08:00:00+03:00,0.43,13.2,0.01,0.3,0.0,29.8,2.0
2021-09-30 08:10:00+03:00,0.63,13.36,0.01,0.3,0.0,37.0,1.6
2021-09-30 08:20:00+03:00,0.75,13.62,0.02,0.3,0.0,40.3,1.1
2021-09-30 08:30:00+03:00,0.84,13.86,0.02,0.3,0.0,42.3,0.9
2021-09-30 08:40:00+03:00,0.96,14.09,0.03,0.3,0.0,46.4,1.2
2021-09-30 08:50:00+03:00,1.13,14.2,0.04,0.3,0.1,52.2,2.0
2021-09-30 09:00:00+03:00,1.32,14.42,0.06,0.3,0.0,58.0,2.5
2021-09-30 09:10:00+03:00,1.61,14.75,0.09,0.9,0.7,71.5,7.2
2021-09-30 09:20:00+03:00,2.34,15.14,0.18,0.3,0.0,95.5,7.2
2021-09-30 09:30:00+03:00,3.09,16.16,0.32,0.3,0.0,119.0,6.3
2021-09-30 09:40:00+03:00,3.93,17.47,0.51,0.3,0.0,147.6,10.2
2021-09-30 09:50:00+03:00,4.74,18.52,0.75,0.3,0.0,158.4,3.2
2021-09-30 10:00:00+03:00,5.83,19.36,1.13,0.3,0.0,209.8,38.9
2021-09-30 10:10:00+03:00,14.1,22.88,6.63,0.3,0.1,391.0,38.9
2021-09-30 10:20:00+03:00,17.13,27.14,9.78,0.5,0.3,464.0,55.0
2021-09-30 10:30:00+03:00,18.62,26.38,11.56,1.6,0.9,552.2,84.8
2021-09-30 10:40:00+03:00,19.48,26.9,12.65,1.7,0.8,551.8,96.6
2021-09-30 10:50:00+03:00,16.6,24.34,9.19,2.0,0.8,394.7,46.2
2021-09-30 11:00:00+03:00,16.02,23.02,8.55,1.5,0.8,395.3,38.9
2021-09-30 11:10:00+03:00,17.19,23.94,9.85,1.2,0.7,431.0,38.9
2021-09-30 11:20:00+03:00,18.6,25.45,11.53,1.0,0.7,465.0,57.4
2021-09-30 11:30:00+03:00,18.28,25.63,11.14,1.5,0.8,516.8,84.8
2021-09-30 11:40:00+03:00,19.29,27.68,12.4,1.0,0.8,518.9,52.7
2021-09-30 11:50:00+03:00,16.82,26.34,9.43,1.0,0.8,409.1,92.5
2021-09-30 12:00:00+03:00,17.47,26.49,10.17,1.4,0.9,413.6,88.6
2021-09-30 12:10:00+03:00,11.66,24.19,4.53,0.8,0.6,319.4,119.9
2021-09-30 12:20:00+03:00,13.72,25.59,6.27,1.1,0.7,423.2,201.7
2021-09-30 12:30:00+03:00,10.42,25.03,3.62,1.0,0.6,218.0,37.2
2021-09-30 12:40:00+03:00,5.93,21.4,1.17,1.1,0.5,193.9,12.6
2021-09-30 12:50:00+03:00,8.45,21.2,2.38,1.5,0.7,299.3,50.4
2021-09-30 13:00:00+03:00,16.63,23.76,9.22,1.8,0.7,448.0,105.3
2021-09-30 13:10:00+03:00,12.79,24.27,5.45,1.8,0.6,342.2,17.1
2021-09-30 13:20:00+03:00,10.89,23.45,3.95,1.5,0.6,269.3,37.2
2021-09-30 13:30:00+03:00,6.46,21.33,1.39,1.2,0.6,178.5,8.5
2021-09-30 13:40:00+03:00,7.18,20.99,1.72,1.2,0.6,247.1,27.5
2021-09-30 13:50:00+03:00,9.37,22.66,2.93,0.9,0.6,293.3,1.3
2021-09-30 14:00:00+03:00,9.6,22.99,3.07,1.0,0.5,283.1,7.5
2021-09-30 14:10:00+03:00,8.79,23.05,2.58,1.0,0.5,243.3,8.9
2021-09-30 14:20:00+03:00,8.55,22.96,2.44,0.6,0.4,255.1,8.5
2021-09-30 14:30:00+03:00,8.94,23.8,2.66,1.0,0.6,252.3,9.3
2021-09-30 14:40:00+03:00,8.18,23.36,2.23,0.8,0.5,238.5,3.0
2021-09-30 14:50:00+03:00,8.14,22.71,2.21,0.9,0.5,235.0,6.6
2021-09-30 15:00:00+03:00,10.45,23.61,3.64,0.6,0.5,362.9,92.5
2021-09-30 15:10:00+03:00,14.96,26.66,7.46,0.9,0.6,373.9,68.3
2021-09-30 15:20:00+03:00,11.53,25.44,4.43,0.6,0.5,316.3,1.9
2021-09-30 15:30:00+03:00,13.37,27.17,5.96,0.4,0.3,365.4,31.3
2021-09-30 15:40:00+03:00,15.01,28.52,7.51,0.9,0.6,347.3,68.3
2021-09-30 15:50:00+03:00,11.29,27.66,4.25,0.5,0.4,279.1,16.3
2021-09-30 16:00:00+03:00,8.71,25.28,2.53,0.9,0.5,212.5,16.3
2021-09-30 16:10:00+03:00,10.73,24.29,3.84,0.6,0.5,261.7,38.9
2021-09-30 16:20:00+03:00,8.59,26.45,2.46,0.4,0.2,182.1,16.3
2021-09-30 16:30:00+03:00,6.19,24.22,1.28,0.3,0.1,144.9,3.6
2021-09-30 16:40:00+03:00,6.05,23.28,1.22,0.4,0.2,149.9,2.0
2021-09-30 16:50:00+03:00,5.55,22.59,1.03,0.6,0.4,143.5,2.2
2021-09-30 17:00:00+03:00,5.22,22.53,0.91,0.4,0.2,138.7,1.1
2021-09-30 17:10:00+03:00,5.37,22.19,0.96,0.4,0.3,153.5,7.2
2021-09-30 17:20:00+03:00,5.72,22.81,1.09,0.3,0.0,159.1,3.9
2021-09-30 17:30:00+03:00,5.27,23.46,0.93,0.3,0.0,146.2,3.9
2021-09-30 17:40:00+03:00,4.76,22.56,0.76,0.3,0.1,128.8,5.5
2021-09-30 17:50:00+03:00,3.96,21.55,0.52,0.3,0.1,104.9,6.9
2021-09-30 18:00:00+03:00,3.06,20.43,0.31,0.3,0.1,82.5,6.0
2021-09-30 18:10:00+03:00,2.42,19.52,0.2,0.3,0.0,60.2,7.5
2021-09-30 18:20:00+03:00,1.61,18.36,0.09,0.3,0.0,39.7,4.7
2021-09-30 18:30:00+03:00,1.27,17.0,0.05,0.3,0.0,31.1,2.8
2021-09-30 18:40:00+03:00,0.95,15.88,0.03,0.3,0.0,21.7,2.6
2021-09-30 18:50:00+03:00,0.64,15.23,0.01,0.3,0.1,14.7,2.3
2021-09-30 19:00:00+03:00,0.37,14.71,0.0,0.3,0.0,7.1,2.1
2021-09-30 19:10:00+03:00,0.15,13.69,0.0,0.4,0.1,1.4,1.3
2021-09-30 19:20:00+03:00,0.03,13.51,0.0,0.3,0.0,0.0,0.1
2021-09-30 19:30:00+03:00,0.0,13.09,0.0,0.3,0.1,0.0,0.0
2021-09-30 19:40:00+03:00,0.0,12.96,0.0,0.3,0.1,0.0,0.0
2021-09-30 19:50:00+03:00,0.0,12.93,0.0,0.3,0.1,0.0,0.0
2021-09-30 20:00:00+03:00,0.0,12.75,0.0,0.3,0.1,0.0,0.0
2021-09-30 20:10:00+03:00,0.0,12.74,0.0,0.6,0.5,0.0,0.0
2021-09-30 20:20:00+03:00,0.0,12.97,0.0,0.6,0.4,0.0,0.0
2021-09-30 20:30:00+03:00,0.0,12.79,0.0,0.5,0.3,0.0,0.0
2021-09-30 20:40:00+03:00,0.0,12.64,0.0,0.4,0.3,0.0,0.0
2021-09-30 20:50:00+03:00,0.0,12.77,0.0,0.4,0.2,0.0,0.0
2021-09-30 21:00:00+03:00,0.0,12.64,0.0,0.3,0.0,0.0,0.0
2021-09-30 21:10:00+03:00,0.0,12.62,0.0,0.3,0.0,0.0,0.0
2021-09-30 21:20:00+03:00,0.0,12.87,0.0,0.3,0.2,0.0,0.0
2021-09-30 21:30:00+03:00,0.0,13.84,0.0,1.4,0.8,0.0,0.0
2021-09-30 21:40:00+03:00,0.0,14.0,0.0,0.7,0.5,0.0,0.0
2021-09-30 21:50:00+03:00,0.0,14.1,0.0,0.3,0.0,0.0,0.0
2021-09-30 22:00:00+03:00,0.0,14.06,0.0,0.3,0.0,0.0,0.0
2021-09-30 22:10:00+03:00,0.0,13.97,0.0,0.4,0.2,0.0,0.0
2021-09-30 22:20:00+03:00,0.0,14.39,0.0,1.3,0.8,0.0,0.0
2021-09-30 22:30:00+03:00,0.0,15.12,0.0,2.2,0.7,0.0,0.0
2021-09-30 22:40:00+03:00,0.0,15.12,0.0,1.2,0.6,0.0,0.0
2021-09-30 22:50:00+03:00,0.0,14.79,0.0,0.5,0.3,0.0,0.0
2021-09-30 23:00:00+03:00,0.0,14.47,0.0,0.4,0.2,0.0,0.0
2021-09-30 23:10:00+03:00,0.0,14.21,0.0,0.4,0.3,0.0,0.0
2021-09-30 23:20:00+03:00,0.0,14.16,0.0,0.8,0.5,0.0,0.0
2021-09-30 23:30:00+03:00,0.0,14.23,0.0,0.9,0.6,0.0,0.0
2021-09-30 23:40:00+03:00,0.0,14.1,0.0,0.8,0.5,0.0,0.0
2021-09-30 23:50:00+03:00,0.0,13.88,0.0,0.5,0.3,0.0,0.0
