,v,t,p,ws,ws-sd,ghi,ghi-sd
2021-09-27 22:40:00+03:00,0.0,15.65,0.0,0.3,0.0,0.0,0.0
2021-09-27 22:50:00+03:00,0.0,15.27,0.0,0.3,0.1,0.0,0.0
2021-09-27 23:00:00+03:00,0.0,15.64,0.0,0.4,0.2,0.0,0.0
2021-09-27 23:10:00+03:00,0.0,15.98,0.0,0.3,0.1,0.0,0.0
2021-09-27 23:20:00+03:00,0.0,16.28,0.0,0.4,0.2,0.0,0.0
2021-09-27 23:30:00+03:00,0.0,16.37,0.0,0.3,0.1,0.0,0.0
2021-09-27 23:40:00+03:00,0.0,15.53,0.0,0.3,0.1,0.0,0.0
2021-09-27 23:50:00+03:00,0.0,15.58,0.0,0.5,0.3,0.0,0.0
2021-09-28 00:00:00+03:00,0.0,15.47,0.0,0.7,0.4,0.0,0.0
2021-09-28 00:10:00+03:00,0.0,15.87,0.0,0.7,0.5,0.0,0.0
2021-09-28 00:20:00+03:00,0.0,15.81,0.0,0.3,0.1,0.0,0.0
2021-09-28 00:30:00+03:00,0.0,15.44,0.0,0.3,0.1,0.0,0.0
2021-09-28 00:40:00+03:00,0.0,14.39,0.0,0.3,0.0,0.0,0.0
2021-09-28 00:50:00+03:00,0.0,13.83,0.0,0.3,0.0,0.0,0.0
2021-09-28 01:00:00+03:00,0.0,13.31,0.0,0.3,0.0,0.0,0.0
2021-09-28 01:10:00+03:00,0.0,13.39,0.0,0.3,0.1,0.0,0.0
2021-09-28 01:20:00+03:00,0.0,13.49,0.0,0.3,0.0,0.0,0.0
2021-09-28 01:30:00+03:00,0.0,13.69,0.0,0.3,0.1,0.0,0.0
2021-09-28 01:40:00+03:00,0.0,14.95,0.0,1.0,0.6,0.0,0.0
2021-09-28 01:50:00+03:00,0.0,15.46,0.0,0.9,0.7,0.0,0.0
2021-09-28 02:00:00+03:00,0.0,15.63,0.0,0.6,0.4,0.0,0.0
2021-09-28 02:10:00+03:00,0.0,15.9,0.0,0.4,0.3,0.0,0.0
2021-09-28 02:20:00+03:00,0.0,15.92,0.0,0.4,0.2,0.0,0.0
2021-09-28 02:30:00+03:00,0.0,15.9,0.0,0.3,0.1,0.0,0.0
2021-09-28 02:40:00+03:00,0.0,16.0,0.0,0.3,0.1,0.0,0.0
2021-09-28 02:50:00+03:00,0.0,15.97,0.0,0.3,0.0,0.0,0.0
2021-09-28 03:00:00+03:00,0.0,15.64,0.0,0.3,0.0,0.0,0.0
2021-09-28 03:10:00+03:00,0.0,15.48,0.0,0.3,0.0,0.0,0.0
2021-09-28 03:20:00+03:00,0.0,14.88,0.0,0.4,0.1,0.0,0.0
2021-09-28 03:30:00+03:00,0.0,14.79,0.0,0.7,0.4,0.0,0.0
2021-09-28 03:40:00+03:00,0.0,14.69,0.0,0.5,0.3,0.0,0.0
2021-09-28 03:50:00+03:00,0.0,14.4,0.0,0.3,0.1,0.0,0.0
2021-09-28 04:00:00+03:00,0.0,14.09,0.0,0.3,0.0,0.0,0.0
2021-09-28 04:10:00+03:00,0.0,14.06,0.0,0.3,0.0,0.0,0.0
2021-09-28 04:20:00+03:00,0.0,14.03,0.0,0.3,0.0,0.0,0.0
2021-09-28 04:30:00+03:00,0.0,14.02,0.0,0.3,0.0,0.0,0.0
2021-09-28 04:40:00+03:00,0.0,14.05,0.0,0.3,0.1,0.0,0.0
2021-09-28 04:50:00+03:00,0.0,14.15,0.0,0.4,0.2,0.0,0.0
2021-09-28 05:00:00+03:00,0.0,14.11,0.0,0.4,0.2,0.0,0.0
2021-09-28 05:10:00+03:00,0.0,14.13,0.0,0.5,0.3,0.0,0.0
2021-09-28 05:20:00+03:00,0.0,13.95,0.0,0.3,0.0,0.0,0.0
2021-09-28 05:30:00+03:00,0.0,13.42,0.0,0.3,0.0,0.0,0.0
2021-09-28 05:40:00+03:00,0.0,13.31,0.0,0.3,0.0,0.0,0.0
2021-09-28 05:50:00+03:00,0.0,13.28,0.0,0.3,0.1,0.0,0.0
2021-09-28 06:00:00+03:00,0.0,13.19,0.0,0.3,0.0,0.0,0.0
2021-09-28 06:10:00+03:00,0.0,12.75,0.0,0.3,0.0,0.0,0.0
2021-09-28 06:20:00+03:00,0.0,12.53,0.0,0.3,0.0,0.0,0.0
2021-09-28 06:30:00+03:00,0.0,12.35,0.0,0.3,0.0,0.0,0.0
2021-09-28 06:40:00+03:00,0.0,12.12,0.0,0.3,0.0,0.0,0.0
2021-09-28 06:50:00+03:00,0.0,11.79,0.0,0.3,0.0,0.0,0.0
2021-09-28 07:00:00+03:00,0.0,11.53,0.0,0.3,0.0,0.0,0.0
2021-09-28 07:10:00+03:00,0.03,11.5,0.0,0.3,0.0,2.7,1.6
2021-09-28 07:20:00+03:00,0.11,11.98,0.0,0.3,0.0,8.3,2.0
2021-09-28 07:30:00+03:00,0.27,12.56,0.0,0.3,0.1,14.9,2.0
2021-09-28 07:40:00+03:00,0.55,12.84,0.01,0.3,0.0,24.8,2.1
2021-09-28 07:50:00+03:00,0.87,13.05,0.03,0.3,0.0,36.5,6.3
2021-09-28 08:00:00+03:00,1.66,13.54,0.09,0.3,0.0,59.8,4.5
2021-09-28 08:10:00+03:00,2.08,14.45,0.14,0.3,0.0,64.2,2.4
2021-09-28 08:20:00+03:00,2.34,14.8,0.18,0.3,0.0,76.4,4.7
2021-09-28 08:30:00+03:00,2.68,15.29,0.24,0.3,0.0,86.2,3.9
2021-09-28 08:40:00+03:00,3.07,16.67,0.31,0.3,0.1,99.4,8.9
2021-09-28 08:50:00+03:00,2.76,17.25,0.25,0.3,0.0,79.4,7.5
2021-09-28 09:00:00+03:00,2.24,17.07,0.17,0.3,0.0,70.3,1.4
2021-09-28 09:10:00+03:00,2.24,16.76,0.17,0.3,0.0,69.1,2.6
2021-09-28 09:20:00+03:00,1.91,16.26,0.12,0.3,0.0,60.9,0.9
2021-09-28 09:30:00+03:00,1.78,16.04,0.11,0.3,0.0,53.2,3.4
2021-09-28 09:40:00+03:00,1.44,15.97,0.07,0.4,0.2,44.4,2.4
2021-09-28 09:50:00+03:00,1.14,15.46,0.04,0.3,0.1,39.3,0.8
2021-09-28 10:00:00+03:00,1.1,15.3,0.04,0.4,0.2,41.0,2.3
2021-09-28 10:10:00+03:00,1.39,15.17,0.06,0.3,0.0,49.5,1.0
2021-09-28 10:20:00+03:00,1.54,15.36,0.08,0.3,0.0,59.5,8.5
2021-09-28 10:30:00+03:00,2.72,15.85,0.25,0.3,0.1,107.2,18.6
2021-09-28 10:40:00+03:00,4.59,17.09,0.7,0.4,0.2,151.0,4.9
2021-09-28 10:50:00+03:00,5.38,18.2,0.96,0.3,0.0,173.9,8.2
2021-09-28 11:00:00+03:00,6.53,19.85,1.42,0.3,0.1,191.8,4.9
2021-09-28 11:10:00+03:00,6.21,20.16,1.29,0.3,0.1,179.8,1.1
2021-09-28 11:20:00+03:00,6.08,19.58,1.23,0.4,0.1,175.0,3.3
2021-09-28 11:30:00+03:00,6.76,19.92,1.52,0.3,0.1,208.2,12.1
2021-09-28 11:40:00+03:00,8.28,21.86,2.29,0.4,0.2,252.8,17.1
2021-09-28 11:50:00+03:00,9.59,22.98,3.07,0.4,0.2,269.5,3.4
2021-09-28 12:00:00+03:00,9.16,23.4,2.8,0.5,0.4,258.4,1.2
2021-09-28 12:10:00+03:00,10.47,22.75,3.65,0.8,0.4,302.1,25.2
2021-09-28 12:20:00+03:00,12.23,23.45,4.99,0.6,0.3,309.6,14.4
2021-09-28 12:30:00+03:00,11.42,23.52,4.35,0.5,0.3,321.1,15.7
2021-09-28 12:40:00+03:00,10.51,24.37,3.68,0.5,0.3,272.2,15.0
2021-09-28 12:50:00+03:00,8.63,23.03,2.48,0.9,0.5,255.8,2.5
2021-09-28 13:00:00+03:00,8.6,22.2,2.47,0.8,0.5,268.4,8.9
2021-09-28 13:10:00+03:00,9.12,22.28,2.77,0.6,0.4,287.7,17.1
2021-09-28 13:20:00+03:00,10.86,24.61,3.93,0.4,0.2,299.7,28.7
2021-09-28 13:30:00+03:00,7.77,25.34,2.01,0.4,0.2,207.6,13.2
2021-09-28 13:40:00+03:00,6.59,22.72,1.45,0.6,0.4,208.9,8.5
2021-09-28 13:50:00+03:00,8.4,22.84,2.35,0.4,0.2,273.5,40.6
2021-09-28 14:00:00+03:00,12.56,25.4,5.26,0.7,0.5,346.9,9.7
2021-09-28 14:10:00+03:00,15.2,25.53,7.7,0.7,0.5,455.0,74.5
2021-09-28 14:20:00+03:00,18.2,29.89,11.04,0.5,0.3,469.4,38.9
2021-09-28 14:30:00+03:00,15.52,29.18,8.03,0.7,0.5,391.3,17.8
2021-09-28 14:40:00+03:00,14.63,28.88,7.13,0.6,0.5,369.9,15.7
2021-09-28 14:50:00+03:00,12.29,28.04,5.03,0.5,0.4,308.3,14.4
2021-09-28 15:00:00+03:00,11.42,26.26,4.35,0.6,0.5,304.6,8.5
2021-09-28 15:10:00+03:00,10.53,26.27,3.7,0.6,0.4,269.1,11.6
2021-09-28 15:20:00+03:00,8.98,24.69,2.69,0.6,0.4,237.4,9.7
2021-09-28 15:30:00+03:00,7.05,24.02,1.66,0.4,0.2,193.9,8.9
2021-09-28 15:40:00+03:00,6.13,23.78,1.25,0.4,0.2,180.9,2.6
2021-09-28 15:50:00+03:00,6.26,23.49,1.31,0.3,0.0,176.4,2.2
2021-09-28 16:00:00+03:00,6.46,23.92,1.39,0.4,0.3,189.3,4.1
2021-09-28 16:10:00+03:00,6.55,23.47,1.43,0.3,0.1,179.9,13.2
2021-09-28 16:20:00+03:00,4.78,23.09,0.76,0.3,0.1,123.4,13.2
2021-09-28 16:30:00+03:00,3.7,22.31,0.46,0.4,0.3,95.9,10.2
2021-09-28 16:40:00+03:00,2.73,20.97,0.25,0.4,0.2,74.4,2.1
2021-09-28 16:50:00+03:00,2.5,20.54,0.21,0.3,0.1,68.2,2.4
2021-09-28 17:00:00+03:00,2.31,20.45,0.18,0.3,0.0,60.1,4.3
2021-09-28 17:10:00+03:00,1.44,20.32,0.07,0.3,0.0,32.2,4.5
2021-09-28 17:20:00+03:00,1.11,19.84,0.04,0.3,0.0,33.6,0.7
2021-09-28 17:30:00+03:00,0.96,19.45,0.03,0.3,0.1,19.2,6.3
2021-09-28 17:40:00+03:00,0.44,18.83,0.01,0.5,0.3,10.0,0.7
2021-09-28 17:50:00+03:00,0.46,18.38,0.01,0.3,0.0,13.5,0.8
2021-09-28 18:00:00+03:00,0.52,17.19,0.01,0.3,0.0,14.5,0.7
2021-09-28 18:10:00+03:00,0.61,16.67,0.01,0.3,0.2,18.6,1.2
2021-09-28 18:20:00+03:00,0.57,16.29,0.01,0.4,0.3,13.2,3.2
2021-09-28 18:30:00+03:00,0.33,15.86,0.0,0.3,0.0,8.6,0.3
2021-09-28 18:40:00+03:00,0.22,15.72,0.0,0.3,0.0,6.0,1.4
2021-09-28 18:50:00+03:00,0.09,15.54,0.0,0.3,0.0,2.7,0.5
2021-09-28 19:00:00+03:00,0.06,15.4,0.0,0.3,0.0,1.9,0.8
2021-09-28 19:10:00+03:00,0.02,15.39,0.0,0.3,0.0,0.0,0.1
2021-09-28 19:20:00+03:00,0.0,15.37,0.0,0.3,0.0,0.0,0.0
2021-09-28 19:30:00+03:00,0.0,15.3,0.0,0.3,0.0,0.0,0.0
2021-09-28 19:40:00+03:00,0.0,15.27,0.0,0.3,0.0,0.0,0.0
2021-09-28 19:50:00+03:00,0.0,15.38,0.0,0.3,0.0,0.0,0.0
2021-09-28 20:00:00+03:00,0.0,15.41,0.0,0.3,0.0,0.0,0.0
2021-09-28 20:10:00+03:00,0.0,15.37,0.0,0.3,0.0,0.0,0.0
2021-09-28 20:20:00+03:00,0.0,15.47,0.0,0.3,0.0,0.0,0.0
2021-09-28 20:30:00+03:00,0.0,15.47,0.0,0.3,0.0,0.0,0.0
2021-09-28 20:40:00+03:00,0.0,15.35,0.0,0.3,0.0,0.0,0.0
2021-09-28 20:50:00+03:00,0.0,15.42,0.0,0.3,0.0,0.0,0.0
2021-09-28 21:00:00+03:00,0.0,15.4,0.0,0.3,0.0,0.0,0.0
2021-09-28 21:10:00+03:00,0.0,15.34,0.0,0.3,0.0,0.0,0.0
2021-09-28 21:20:00+03:00,0.0,15.39,0.0,0.3,0.0,0.0,0.0
2021-09-28 21:30:00+03:00,0.0,15.44,0.0,0.3,0.0,0.0,0.0
2021-09-28 21:40:00+03:00,0.0,15.43,0.0,0.3,0.0,0.0,0.0
2021-09-28 21:50:00+03:00,0.0,15.45,0.0,0.3,0.0,0.0,0.0
2021-09-28 22:00:00+03:00,0.0,15.5,0.0,0.3,0.0,0.0,0.0
2021-09-28 22:10:00+03:00,0.0,15.51,0.0,0.3,0.0,0.0,0.0
2021-09-28 22:20:00+03:00,0.0,15.43,0.0,0.3,0.0,0.0,0.0
2021-09-28 22:30:00+03:00,0.0,15.37,0.0,0.4,0.3,0.0,0.0
2021-09-28 22:40:00+03:00,0.0,15.48,0.0,0.5,0.3,0.0,0.0
2021-09-28 22:50:00+03:00,0.0,15.48,0.0,0.3,0.0,0.0,0.0
2021-09-28 23:00:00+03:00,0.0,15.48,0.0,0.3,0.0,0.0,0.0
2021-09-28 23:10:00+03:00,0.0,15.41,0.0,0.3,0.0,0.0,0.0
2021-09-28 23:20:00+03:00,0.0,15.34,0.0,0.3,0.0,0.0,0.0
2021-09-28 23:30:00+03:00,0.0,15.27,0.0,0.3,0.0,0.0,0.0
2021-09-28 23:40:00+03:00,0.0,15.29,0.0,0.3,0.0,0.0,0.0
2021-09-28 23:50:00+03:00,0.0,15.28,0.0,0.3,0.1,0.0,0.0
2021-09-29 00:00:00+03:00,0.0,15.29,0.0,0.3,0.0,0.0,0.0
2021-09-29 00:10:00+03:00,0.0,15.28,0.0,0.3,0.0,0.0,0.0
2021-09-29 00:20:00+03:00,0.0,15.22,0.0,0.4,0.2,0.0,0.0
2021-09-29 00:30:00+03:00,0.0,15.15,0.0,0.4,0.2,0.0,0.0
2021-09-29 00:40:00+03:00,0.0,15.04,0.0,0.4,0.2,0.0,0.0
2021-09-29 00:50:00+03:00,0.0,14.96,0.0,0.5,0.4,0.0,0.0
2021-09-29 01:00:00+03:00,0.0,14.88,0.0,0.3,0.0,0.0,0.0
2021-09-29 01:10:00+03:00,0.0,14.86,0.0,0.4,0.2,0.0,0.0
2021-09-29 01:20:00+03:00,0.0,14.65,0.0,1.2,0.6,0.0,0.0
2021-09-29 01:30:00+03:00,0.0,14.1,0.0,0.7,0.5,0.0,0.0
2021-09-29 01:40:00+03:00,0.0,13.77,0.0,0.4,0.2,0.0,0.0
2021-09-29 01:50:00+03:00,0.0,13.71,0.0,0.8,0.5,0.0,0.0
2021-09-29 02:00:00+03:00,0.0,13.76,0.0,0.5,0.3,0.0,0.0
2021-09-29 02:10:00+03:00,0.0,13.8,0.0,0.7,0.5,0.0,0.0
2021-09-29 02:20:00+03:00,0.0,13.54,0.0,0.6,0.5,0.0,0.0
2021-09-29 02:30:00+03:00,0.0,13.36,0.0,0.3,0.1,0.0,0.0
2021-09-29 02:40:00+03:00,0.0,13.27,0.0,0.3,0.1,0.0,0.0
2021-09-29 02:50:00+03:00,0.0,13.24,0.0,0.3,0.0,0.0,0.0
2021-09-29 03:00:00+03:00,0.0,13.21,0.0,0.3,0.0,0.0,0.0
2021-09-29 03:10:00+03:00,0.0,13.17,0.0,0.4,0.2,0.0,0.0
2021-09-29 03:20:00+03:00,0.0,13.11,0.0,0.3,0.0,0.0,0.0
2021-09-29 03:30:00+03:00,0.0,13.09,0.0,0.4,0.2,0.0,0.0
2021-09-29 03:40:00+03:00,0.0,13.06,0.0,0.3,0.1,0.0,0.0
2021-09-29 03:50:00+03:00,0.0,13.05,0.0,0.3,0.0,0.0,0.0
2021-09-29 04:00:00+03:00,0.0,13.02,0.0,0.3,0.0,0.0,0.0
2021-09-29 04:10:00+03:00,0.0,12.98,0.0,0.3,0.0,0.0,0.0
2021-09-29 04:20:00+03:00,0.0,12.97,0.0,0.3,0.0,0.0,0.0
2021-09-29 04:30:00+03:00,0.0,13.04,0.0,0.3,0.1,0.0,0.0
2021-09-29 04:40:00+03:00,0.0,13.09,0.0,0.4,0.3,0.0,0.0
2021-09-29 04:50:00+03:00,0.0,13.07,0.0,0.5,0.3,0.0,0.0
2021-09-29 05:00:00+03:00,0.0,13.04,0.0,0.3,0.1,0.0,0.0
2021-09-29 05:10:00+03:00,0.0,12.98,0.0,0.3,0.0,0.0,0.0
2021-09-29 05:20:00+03:00,0.0,12.97,0.0,0.3,0.0,0.0,0.0
2021-09-29 05:30:00+03:00,0.0,12.97,0.0,0.3,0.0,0.0,0.0
2021-09-29 05:40:00+03:00,0.0,12.99,0.0,0.3,0.0,0.0,0.0
2021-09-29 05:50:00+03:00,0.0,12.97,0.0,0.4,0.2,0.0,0.0
2021-09-29 06:00:00+03:00,0.0,12.96,0.0,0.4,0.2,0.0,0.0
2021-09-29 06:10:00+03:00,0.0,12.95,0.0,0.3,0.1,0.0,0.0
2021-09-29 06:20:00+03:00,0.0,12.98,0.0,0.3,0.0,0.0,0.0
2021-09-29 06:30:00+03:00,0.0,13.04,0.0,0.3,0.0,0.0,0.0
2021-09-29 06:40:00+03:00,0.0,13.09,0.0,0.3,0.0,0.0,0.0
2021-09-29 06:50:00+03:00,0.0,13.07,0.0,0.3,0.0,0.0,0.0
2021-09-29 07:00:00+03:00,0.0,12.99,0.0,0.3,0.1,0.0,0.0
2021-09-29 07:10:00+03:00,0.0,12.88,0.0,0.3,0.0,0.0,0.0
2021-09-29 07:20:00+03:00,0.01,12.79,0.0,0.3,0.0,0.0,0.1
2021-09-29 07:30:00+03:00,0.03,12.67,0.0,0.3,0.0,2.0,1.3
2021-09-29 07:40:00+03:00,0.06,12.62,0.0,0.3,0.0,6.2,2.0
2021-09-29 07:50:00+03:00,0.13,12.7,0.0,0.3,0.0,14.9,2.4
2021-09-29 08:00:00+03:00,0.23,12.69,0.0,0.3,0.0,19.4,0.8
2021-09-29 08:10:00+03:00,0.31,12.74,0.0,0.3,0.0,22.6,0.8
2021-09-29 08:20:00+03:00,0.36,12.84,0.0,0.3,0.0,25.4,2.0
2021-09-29 08:30:00+03:00,0.57,13.02,0.01,0.3,0.0,32.3,1.6
2021-09-29 08:40:00+03:00,0.69,13.2,0.02,0.3,0.0,34.0,0.4
2021-09-29 08:50:00+03:00,0.69,13.2,0.02,0.3,0.0,35.7,1.7
2021-09-29 09:00:00+03:00,0.93,13.42,0.03,0.3,0.0,45.6,2.6
2021-09-29 09:10:00+03:00,1.23,13.55,0.05,0.3,0.0,55.8,4.1
2021-09-29 09:20:00+03:00,1.37,13.91,0.06,0.3,0.0,54.7,2.2
2021-09-29 09:30:00+03:00,1.28,14.02,0.05,0.3,0.0,56.4,1.5
2021-09-29 09:40:00+03:00,1.22,14.14,0.05,0.3,0.0,50.8,2.5
2021-09-29 09:50:00+03:00,1.12,14.17,0.04,0.3,0.0,52.4,2.5
2021-09-29 10:00:00+03:00,1.39,14.38,0.06,0.3,0.0,62.1,3.4
2021-09-29 10:10:00+03:00,1.61,14.74,0.09,0.3,0.0,68.7,3.6
2021-09-29 10:20:00+03:00,2.16,15.06,0.16,0.3,0.0,91.1,6.9
2021-09-29 10:30:00+03:00,2.78,15.5,0.26,0.3,0.0,99.7,1.0
2021-09-29 10:40:00+03:00,2.63,16.16,0.23,0.3,0.0,93.2,4.9
2021-09-29 10:50:00+03:00,3.04,15.9,0.31,0.3,0.0,110.5,3.7
2021-09-29 11:00:00+03:00,3.29,16.11,0.36,0.3,0.0,115.8,7.2
2021-09-29 11:10:00+03:00,3.06,16.18,0.31,0.3,0.0,110.4,4.3
2021-09-29 11:20:00+03:00,3.34,16.32,0.37,0.3,0.0,116.1,0.7
2021-09-29 11:30:00+03:00,3.3,16.35,0.36,0.3,0.0,112.4,1.6
2021-09-29 11:40:00+03:00,3.07,16.38,0.31,0.3,0.0,104.5,1.3
2021-09-29 11:50:00+03:00,2.96,16.17,0.29,0.3,0.0,91.6,14.4
2021-09-29 12:00:00+03:00,2.15,15.84,0.15,0.3,0.0,86.9,7.5
2021-09-29 12:10:00+03:00,2.8,15.94,0.26,0.3,0.0,100.1,2.6
2021-09-29 12:20:00+03:00,3.24,16.3,0.35,0.3,0.0,110.7,1.3
2021-09-29 12:30:00+03:00,3.33,16.63,0.37,0.3,0.0,111.6,0.7
2021-09-29 12:40:00+03:00,3.11,16.91,0.32,0.3,0.0,100.2,5.3
2021-09-29 12:50:00+03:00,2.57,16.54,0.22,0.4,0.2,89.2,2.1
2021-09-29 13:00:00+03:00,3.02,15.95,0.3,0.7,0.5,108.1,6.9
2021-09-29 13:10:00+03:00,3.19,15.18,0.34,1.2,0.6,107.8,3.0
2021-09-29 13:20:00+03:00,3.15,14.7,0.33,1.2,0.6,112.9,3.2
2021-09-29 13:30:00+03:00,3.42,14.77,0.39,0.6,0.5,115.9,2.1
2021-09-29 13:40:00+03:00,3.4,15.18,0.39,0.3,0.1,114.3,2.1
2021-09-29 13:50:00+03:00,3.42,15.49,0.39,0.3,0.0,109.8,3.0
2021-09-29 14:00:00+03:00,3.87,15.94,0.5,0.3,0.0,135.0,12.1
2021-09-29 14:10:00+03:00,5.39,16.7,0.97,0.3,0.0,169.0,5.3
2021-09-29 14:20:00+03:00,5.62,17.73,1.05,0.3,0.0,175.0,8.9
2021-09-29 14:30:00+03:00,6.11,18.93,1.24,0.3,0.1,192.6,2.0
2021-09-29 14:40:00+03:00,5.73,19.26,1.09,0.3,0.1,184.9,1.5
2021-09-29 14:50:00+03:00,5.56,18.62,1.03,0.3,0.1,174.6,7.2
2021-09-29 15:00:00+03:00,6.04,19.19,1.22,0.3,0.0,212.5,23.1
2021-09-29 15:10:00+03:00,6.93,20.25,1.6,0.4,0.2,209.1,4.9
2021-09-29 15:20:00+03:00,6.75,20.32,1.52,0.3,0.1,200.6,3.9
2021-09-29 15:30:00+03:00,5.72,19.88,1.09,0.3,0.0,155.1,18.6
2021-09-29 15:40:00+03:00,4.16,19.51,0.58,0.3,0.0,126.9,7.2
2021-09-29 15:50:00+03:00,3.24,18.48,0.35,0.3,0.0,94.9,12.1
2021-09-29 16:00:00+03:00,2.45,17.34,0.2,0.3,0.0,76.0,0.7
2021-09-29 16:10:00+03:00,2.92,17.09,0.28,0.3,0.0,102.9,22.1
2021-09-29 16:20:00+03:00,5.45,18.39,0.99,0.3,0.1,169.0,7.2
2021-09-29 16:30:00+03:00,3.98,19.1,0.53,0.3,0.0,106.2,27.5
2021-09-29 16:40:00+03:00,1.87,17.97,0.12,0.3,0.0,56.6,8.2
2021-09-29 16:50:00+03:00,1.27,16.88,0.05,0.3,0.0,41.5,2.0
2021-09-29 17:00:00+03:00,1.55,16.41,0.08,0.3,0.0,56.8,6.6
2021-09-29 17:10:00+03:00,1.71,16.67,0.1,0.3,0.0,56.5,1.7
2021-09-29 17:20:00+03:00,1.73,16.88,0.1,0.3,0.0,58.3,1.6
2021-09-29 17:30:00+03:00,1.59,16.95,0.08,0.3,0.0,49.5,3.3
2021-09-29 17:40:00+03:00,1.4,16.82,0.07,0.3,0.0,46.8,2.0
2021-09-29 17:50:00+03:00,1.58,16.78,0.08,0.3,0.0,50.0,1.3
2021-09-29 18:00:00+03:00,1.58,16.74,0.08,0.3,0.0,46.5,5.5
2021-09-29 18:10:00+03:00,0.89,16.18,0.03,0.3,0.0,26.1,4.3
2021-09-29 18:20:00+03:00,0.51,15.68,0.01,0.3,0.0,18.2,0.9
2021-09-29 18:30:00+03:00,0.42,15.33,0.01,0.3,0.0,17.0,0.9
2021-09-29 18:40:00+03:00,0.45,15.16,0.01,0.3,0.0,17.6,0.9
2021-09-29 18:50:00+03:00,0.35,15.01,0.0,0.3,0.0,13.6,1.3
2021-09-29 19:00:00+03:00,0.19,14.76,0.0,0.3,0.0,7.5,2.5
2021-09-29 19:10:00+03:00,0.06,14.4,0.0,0.3,0.0,2.3,1.1
2021-09-29 19:20:00+03:00,0.02,14.11,0.0,0.3,0.0,0.0,0.2
2021-09-29 19:30:00+03:00,0.0,13.89,0.0,0.3,0.0,0.0,0.0
2021-09-29 19:40:00+03:00,0.0,13.71,0.0,0.3,0.0,0.0,0.0
2021-09-29 19:50:00+03:00,0.0,13.77,0.0,0.3,0.0,0.0,0.0
2021-09-29 20:00:00+03:00,0.0,13.92,0.0,0.3,0.0,0.0,0.0
2021-09-29 20:10:00+03:00,0.0,13.9,0.0,0.3,0.0,0.0,0.0
2021-09-29 20:20:00+03:00,0.0,13.92,0.0,0.3,0.0,0.0,0.0
2021-09-29 20:30:00+03:00,0.0,13.98,0.0,0.3,0.0,0.0,0.0
2021-09-29 20:40:00+03:00,0.0,13.87,0.0,0.3,0.0,0.0,0.0
2021-09-29 20:50:00+03:00,0.0,13.8,0.0,0.3,0.0,0.0,0.0
2021-09-29 21:00:00+03:00,0.0,13.84,0.0,0.3,0.0,0.0,0.0
2021-09-29 21:10:00+03:00,0.0,13.88,0.0,0.3,0.0,0.0,0.0
2021-09-29 21:20:00+03:00,0.0,13.76,0.0,0.3,0.0,0.0,0.0
2021-09-29 21:30:00+03:00,0.0,13.75,0.0,0.3,0.0,0.0,0.0
2021-09-29 21:40:00+03:00,0.0,13.8,0.0,0.3,0.0,0.0,0.0
2021-09-29 21:50:00+03:00,0.0,13.81,0.0,0.3,0.0,0.0,0.0
2021-09-29 22:00:00+03:00,0.0,13.75,0.0,0.3,0.0,0.0,0.0
2021-09-29 22:10:00+03:00,0.0,13.74,0.0,0.3,0.0,0.0,0.0
2021-09-29 22:20:00+03:00,0.0,13.74,0.0,0.3,0.0,0.0,0.0
2021-09-29 22:30:00+03:00,0.0,13.73,0.0,0.3,0.0,0.0,0.0
2021-09-29 22:40:00+03:00,0.0,13.68,0.0,0.3,0.0,0.0,0.0
2021-09-29 22:50:00+03:00,0.0,13.68,0.0,0.3,0.0,0.0,0.0
2021-09-29 23:00:00+03:00,0.0,13.55,0.0,0.3,0.0,0.0,0.0
2021-09-29 23:10:00+03:00,0.0,13.65,0.0,0.3,0.1,0.0,0.0
2021-09-29 23:20:00+03:00,0.0,13.69,0.0,0.3,0.1,0.0,0.0
2021-09-29 23:30:00+03:00,0.0,13.67,0.0,0.3,0.0,0.0,0.0
2021-09-29 23:40:00+03:00,0.0,13.59,0.0,0.3,0.0,0.0,0.0
2021-09-29 23:50:00+03:00,0.0,13.64,0.0,0.3,0.1,0.0,0.0
2021-09-30 00:00:00+03:00,0.0,13.6,0.0,0.3,0.0,0.0,0.0
2021-09-30 00:10:00+03:00,0.0,13.43,0.0,0.3,0.0,0.0,0.0
2021-09-30 00:20:00+03:00,0.0,13.39,0.0,0.3,0.0,0.0,0.0
2021-09-30 00:30:00+03:00,0.0,13.35,0.0,0.3,0.0,0.0,0.0
2021-09-30 00:40:00+03:00,0.0,13.33,0.0,0.3,0.0,0.0,0.0
2021-09-30 00:50:00+03:00,0.0,13.25,0.0,0.3,0.0,0.0,0.0
2021-09-30 01:00:00+03:00,0.0,13.28,0.0,0.3,0.0,0.0,0.0
2021-09-30 01:10:00+03:00,0.0,13.34,0.0,0.3,0.0,0.0,0.0
2021-09-30 01:20:00+03:00,0.0,13.37,0.0,0.3,0.0,0.0,0.0
2021-09-30 01:30:00+03:00,0.0,13.38,0.0,0.3,0.0,0.0,0.0
2021-09-30 01:40:00+03:00,0.0,13.47,0.0,0.3,0.0,0.0,0.0
2021-09-30 01:50:00+03:00,0.0,13.58,0.0,0.3,0.0,0.0,0.0
2021-09-30 02:00:00+03:00,0.0,13.52,0.0,0.3,0.0,0.0,0.0
2021-09-30 02:10:00+03:00,0.0,13.33,0.0,0.3,0.0,0.0,0.0
